"gene_name","homologene_id","species","gene","mrna","protein"
"NCL","21821","A.thaliana","ATNUC-L1","NM_103785.3","NP_175322.1"
"NCL","21821","O.sativa","Os04g06207","NM_001060444.1","NP_001053909.1"
"NCL","21821","O.sativa","Os08g01929","NM_001067713.1","NP_001061178.1"
"NDRG1","55953","H.sapiens","NDRG1","NM_001135242.1","NP_001128714.1"
"NDRG1","55953","P.troglodytes","NDRG1","XM_001140704.1","XP_001140704.1"
"NDRG1","55953","C.lupus","NDRG1","XM_539170.2","XP_539170.2"
"NDRG1","55953","B.taurus","NDRG1","NM_001035009.1","NP_001030181.1"
"NDRG1","55953","M.musculus","Ndrg1","NM_008681.2","NP_032707.2"
"NDRG1","55953","R.norvegicus","Ndrg1","NM_001011991.1","NP_001011991.1"
"NDRG1","55953","G.gallus","NDRG1","XM_418430.2","XP_418430.2"
"NDRG1","55953","D.rerio","ndrg1","XM_001331714.1","XP_001331750.1"
"NDRG1","55953","O.sativa","Os05g01962","NM_001061400.1","NP_001054865.1"
"NDRG1","55953","O.sativa","Os01g01926","NM_001048813.1","NP_001042278.1"
"NDRG1","55953","O.sativa","Os02g02248","NM_001052871.1","NP_001046336.1"
"NDRG1","55953","O.sativa","Os06g05630","NM_001064413.1","NP_001057878.1"
"NDRG4","23228","H.sapiens","NDRG4","NM_001130487.1","NP_001123959.1"
"NDRG4","23228","P.troglodytes","NDRG4","XM_511222.2","XP_511222.2"
"NDRG4","23228","C.lupus","NDRG4","XM_848736.1","XP_853829.1"
"NDRG4","23228","B.taurus","NDRG4","NM_001075695.1","NP_001069163.1"
"NDRG4","23228","M.musculus","Ndrg4","NM_145602.2","NP_663577.1"
"NDRG4","23228","R.norvegicus","Ndrg4","NM_031967.1","NP_114173.1"
"NDRG4","23228","G.gallus","NDRG4","XM_001231664.1","XP_001231665.1"
"NDRG4","23228","D.rerio","ndrg4","NM_001045173.1","NP_001038638.1"
"NDRG4","23228","D.rerio","ndrg4","NM_001045277.1","NP_001038742.1"
"NDUFS6","37935","H.sapiens","NDUFS6","NM_004553.3","NP_004544.1"
"NDUFS6","37935","P.troglodytes","NDUFS6","XM_001142587.1","XP_001142587.1"
"NDUFS6","37935","C.lupus","NDUFS6","XM_535802.2","XP_535802.2"
"NDUFS6","37935","B.taurus","NDUFS6","NM_175810.2","NP_787004.1"
"NDUFS6","37935","M.musculus","Ndufs6","NM_010888.1","NP_035018.1"
"NDUFS6","37935","M.musculus","Gm6415","XM_889816.3","XP_894909.1"
"NDUFS6","37935","R.norvegicus","LOC679739","XM_001053017.1","XP_001053017.1"
"NDUFS6","37935","G.gallus","NDUFS6","XM_419061.2","XP_419061.1"
"NDUFS6","37935","D.rerio","ndufs6","NM_001004651.1","NP_001004651.1"
"NDUFS6","37935","D.melanogaster","CG8680","NM_135065.2","NP_608909.1"
"NDUFS6","37935","A.gambiae","AgaP_AGAP0","XM_319821.3","XP_319821.3"
"NEBL","31379","H.sapiens","NEBL","NM_006393.2","NP_006384.1"
"NEBL","31379","P.troglodytes","NEBL","XM_001154532.1","XP_001154532.1"
"NEBL","31379","C.lupus","NEBL","XM_844454.1","XP_849547.1"
"NEBL","31379","R.norvegicus","Nebl","XM_225644.4","XP_225644.4"
"NEK1","14376","H.sapiens","NEK1","NM_012224.1","NP_036356.1"
"NEK1","14376","P.troglodytes","NEK1","XM_526727.2","XP_526727.2"
"NEK1","14376","C.lupus","NEK1","XM_543184.2","XP_543184.2"
"NEK1","14376","M.musculus","Nek1","NM_175089.3","NP_780298.2"
"NEK1","14376","R.norvegicus","Nek1","XM_214340.4","XP_214340.4"
"NEK1","14376","G.gallus","NEK1","XM_420401.2","XP_420401.2"
"NEK1","14376","D.rerio","LOC795754","XM_001920178.1","XP_001920213.1"
"NEK1","14376","D.rerio","nek1","XM_678692.3","XP_683784.3"
"NEK1","14376","P.falciparum","PFE1290w","XM_001351779.1","XP_001351815.1"
"NKX6-1","4495","H.sapiens","NKX6-1","NM_006168.2","NP_006159.2"
"NKX6-1","4495","C.lupus","NKX6-1","XM_544960.2","XP_544960.2"
"NKX6-1","4495","B.taurus","NKX6-1","XM_868176.3","XP_873269.2"
"NKX6-1","4495","M.musculus","Nkx6-1","NM_144955.2","NP_659204.1"
"NKX6-1","4495","R.norvegicus","Nkx6-1","NM_031737.1","NP_113925.1"
"NKX6-1","4495","D.rerio","nkx6.1","NM_001002475.1","NP_001002475.1"
"NME1","56418","H.sapiens","NME1","NM_198175.1","NP_937818.1"
"NME1","56418","C.lupus","NME1-NME2","XM_533973.2","XP_533973.2"
"NME1","56418","M.musculus","Nme1","NM_008704.2","NP_032730.1"
"NME1","56418","R.norvegicus","Nme1","NM_138548.1","NP_612557.1"
"NME1","56418","G.gallus","NME1","XM_420097.2","XP_420097.1"
"NME1","56418","D.rerio","nme2","NM_130926.1","NP_571001.1"
"NME1","56418","A.thaliana","AT4G23900","NM_118522.3","NP_567690.1"
"NME1","56418","A.thaliana","NDPK3","NM_117171.3","NP_192839.1"
"NME1","56418","O.sativa","Os05g05954","NM_001063050.1","NP_001056515.1"
"NME2","39553","H.sapiens","NME2","NM_001018137.1","NP_001018147.1"
"NME2","39553","P.troglodytes","NME2","XM_001147407.1","XP_001147407.1"
"NME2","39553","C.lupus","NME1","NM_001024637.1","NP_001019808.1"
"NME2","39553","B.taurus","NBR-B","NM_205777.1","NP_991346.1"
"NME2","39553","M.musculus","Nme2","NM_008705.4","NP_032731.1"
"NME2","39553","R.norvegicus","Nme2","NM_031833.2","NP_114021.2"
"NME2","39553","G.gallus","NME2","NM_205047.1","NP_990378.1"
"NME2","39553","D.rerio","ndpkz2","NM_130927.1","NP_571002.1"
"NME2","39553","C.elegans","F25H2.5","NM_060360.5","NP_492761.1"
"NME2","39553","S.pombe","ndk1","NM_001018258.1","NP_592857.1"
"NME2","39553","S.cerevisiae","YNK1","YNK1_6322783","NP_012856.1"
"NME2","39553","K.lactis","KLLA0D0369","XM_453229.1","XP_453229.1"
"NME2","39553","E.gossypii","AGOS_ABR09","NM_208395.1","NP_983042.1"
"NME2","39553","M.grisea","MGG_08622","XM_363038.2","XP_363038.2"
"NME2","39553","N.crassa","NCU04202.1","XM_323541.1","XP_323542.1"
"NME2","39553","A.thaliana","NDPK1","NM_117000.2","NP_567346.1"
"NME2","39553","O.sativa","Os10g05637","NM_001071936.1","NP_001065404.1"
"NNT","7445","H.sapiens","NNT","NM_182977.2","NP_892022.2"
"NNT","7445","P.troglodytes","NNT","XM_001134902.1","XP_001134902.1"
"NNT","7445","C.lupus","NNT","XM_862835.1","XP_867928.1"
"NNT","7445","B.taurus","NNT","NM_173943.2","NP_776368.1"
"NNT","7445","M.musculus","Nnt","NM_008710.3","NP_032736.2"
"NNT","7445","R.norvegicus","Nnt","NM_001013157.1","NP_001013175.1"
"NNT","7445","D.rerio","nnt","NM_214756.1","NP_999921.1"
"NNT","7445","A.gambiae","AgaP_AGAP0","XM_312859.4","XP_312859.4"
"NNT","7445","C.elegans","nnt-1","NM_076627.2","NP_509028.1"
"NNT","7445","M.grisea","MGG_07539","XM_367628.1","XP_367628.1"
"NNT","7445","N.crassa","NCU01140.1","XM_326632.1","XP_326633.1"
"NOL4","36142","C.lupus ","NOL4 ","XM_547613.2 ","XP_547613.2"
"NOL4","36142","B.taurus ","NOL4 ","XM_001788934.1 ","XP_001788986.1"
"NOL4","36142","M.musculus ","Nol4 ","NM_199024.1 ","NP_950189.1"
"NOL4","36142","R.norvegicus ","Nol4 ","XM_226125.4 ","XP_226125.3"
"NOL4","36142","G.gallus ","NOL4 ","XM_001232141.1 ","XP_001232142.1"
"NOL4 ","36142","H.sapiens ","NOL4 ","NM_003787.3 ","NP_003778.2"
"NOL4 ","36142","P.troglodytes ","NOL4 ","XM_001161004.1 ","XP_001161004.1"
"NOL7","49451","C.lupus ","NOL7 ","XM_535892.2 ","XP_535892.2"
"NOL7","49451","B.taurus ","NOL7 ","NM_001034384.1 ","NP_001029556.1"
"NOL7","49451","M.musculus ","Nol7 ","NM_023554.2 ","NP_076043.2"
"NOL7","49451","R.norvegicus ","Nol7 ","XM_573999.2 ","XP_573999.2"
"NOL7","49451","G.gallus ","NOL7 ","XM_418926.2 ","XP_418926.1"
"NOL7","49451","D.rerio ","wu:fa99c08","XM_682189.3 ","XP_687281.2"
"NOL7 ","49451","H.sapiens ","NOL7 ","NM_016167.3 ","NP_057251.2"
"NOL7 ","49451","P.troglodytes ","NOL7 ","XM_518245.2 ","XP_518245.2"
"NPTX1","1891","H.sapiens ","NPTX1 ","NM_002522.3 ","NP_002513.2"
"NPTX1","1891","P.troglodytes ","NPTX1 ","XM_523739.2 ","XP_523739.2"
"NPTX1","1891","C.lupus ","NPTX1 ","XM_540475.2 ","XP_540475.2"
"NPTX1","1891","B.taurus ","NPTX1 ","XM_591233.4 ","XP_591233.2"
"NPTX1","1891","M.musculus ","Nptx1 ","NM_008730.2 ","NP_032756.1"
"NPTX1","1891","R.norvegicus ","Nptx1 ","NM_153735.1 ","NP_714957.1"
"NPTX1","1891","D.rerio ","zgc:85889 ","NM_212936.1 ","NP_998101.1"
"NQO1","695","H.sapiens","NQO1","NM_000903.2","NP_000894.1"
"NQO1","695","P.troglodytes","NQO1","XM_523404.2","XP_523404.2"
"NQO1","695","C.lupus","NQO1","XM_848524.1","XP_853617.1"
"NQO1","695","B.taurus","NQO1","NM_001034535.1","NP_001029707.1"
"NQO1","695","M.musculus","Nqo1","NM_008706.3","NP_032732.3"
"NQO1","695","R.norvegicus","Nqo1","NM_017000.2","NP_058696.2"
"NQO1","695","D.rerio","nqo1","NM_205542.1","NP_991105.1"
"NRAS ","55661","H.sapiens","NRAS","NM_002524.3","NP_002515.1"
"NRAS ","55661","P.troglodytes","NRAS","XM_001149822.1","XP_001149822.1"
"NRAS ","55661","C.lupus","NRAS","XM_843536.1","XP_848629.1"
"NRAS ","55661","B.taurus","NRAS","NM_001097989.1","NP_001091458.1"
"NRAS ","55661","M.musculus","Nras","NM_010937.2","NP_035067.2"
"NRAS ","55661","R.norvegicus","Nras","NM_080766.1","NP_542944.1"
"NRAS ","55661","G.gallus","NRAS","NM_001012549.1","NP_001012567.1"
"NRAS ","55661","D.rerio","nras","NM_131145.1","NP_571220.1"
"NRM","38294","H.sapiens","NRM","NM_007243.1","NP_009174.1"
"NRM","38294","P.troglodytes","NRM","NM_001040116.1","NP_001035205.1"
"NRM","38294","C.lupus","NRM","XM_538828.2","XP_538828.1"
"NRM","38294","B.taurus","NRM","NM_001037596.1","NP_001032685.1"
"NRM","38294","M.musculus","Nrm","NM_134122.2","NP_598883.1"
"NRM","38294","R.norvegicus","Nrm","NM_212508.1","NP_997673.1"
"NRM","38294","D.rerio","si:dkey-26","NM_001045195.1","NP_001038660.1"
"NRM","38294","D.melanogaster","CG7655","NM_142389.2","NP_650646.1"
"NRM","38294","A.gambiae","AgaP_AGAP0","XM_315842.4","XP_315842.3"
"NTF3","1896","H.sapiens","NTF3","NM_001102654.1","NP_001096124.1"
"NTF3","1896","P.troglodytes","NTF3","XM_522331.2","XP_522331.2"
"NTF3","1896","C.lupus","NTF3","XM_543858.2","XP_543858.2"
"NTF3","1896","B.taurus","NTF3","NM_001077988.1","NP_001071456.1"
"NTF3","1896","M.musculus","Ntf3","NM_008742.2","NP_032768.1"
"NTF3","1896","R.norvegicus","Ntf3","NM_031073.2","NP_112335.2"
"NTF3","1896","G.gallus","NTF3","XM_425658.2","XP_425658.2"
"NTF3","1896","D.rerio","ntf3","XM_692353.3","XP_697445.3"
"NTN4","10934","H.sapiens","NTN4","NM_021229.3","NP_067052.2"
"NTN4","10934","P.troglodytes","NTN4","XM_522498.2","XP_522498.2"
"NTN4","10934","C.lupus","NTN4","XM_532655.2","XP_532655.2"
"NTN4","10934","B.taurus","NTN4","NM_001102203.1","NP_001095673.1"
"NTN4","10934","M.musculus","Ntn4","NM_021320.2","NP_067295.1"
"NTN4","10934","G.gallus","NTN4","XM_416155.2","XP_416155.2"
"NTN4","10934","D.rerio","ntn4","NM_001037686.1","NP_001032775.1"
"OAS3","4510","H.sapiens","OAS3","NM_006187.2","NP_006178.2"
"OAS3","4510","P.troglodytes","OAS3","XM_509393.2","XP_509393.2"
"OAS3","4510","C.lupus","OAS3","XM_534688.2","XP_534688.2"
"OAS3","4510","M.musculus","Oas3","NM_145226.2","NP_660261.1"
"OAT","231","H.sapiens","OAT","NM_000274.2","NP_000265.1"
"OAT","231","P.troglodytes","OAT","XM_508094.2","XP_508094.2"
"OAT","231","C.lupus","OAT","XM_535050.2","XP_535050.2"
"OAT","231","B.taurus","OAT","NM_001034240.1","NP_001029412.1"
"OAT","231","M.musculus","Oat","NM_016978.2","NP_058674.1"
"OAT","231","R.norvegicus","Oat","NM_022521.2","NP_071966.1"
"OAT","231","G.gallus","OAT","NM_001006567.1","NP_001006567.1"
"OAT","231","D.rerio","LOC572518","XM_696242.3","XP_701334.3"
"OAT","231","D.melanogaster","Oat","NM_140882.2","NP_649139.1"
"OAT","231","A.gambiae","AgaP_AGAP0","XM_318019.4","XP_318019.4"
"OAT","231","C.elegans","C16A3.10","NM_171877.2","NP_741194.1"
"OAT","231","S.pombe","SPBC21C3.0","NM_001022508.1","NP_596588.1"
"OAT","231","S.cerevisiae","CAR2","CAR2_6323470","NP_013542.1"
"OAT","231","K.lactis","KLLA0B0524","XM_451768.1","XP_451768.1"
"OAT","231","E.gossypii","AGOS_AER12","NM_210336.1","NP_984982.1"
"OAT","231","M.grisea","MGG_06392","XM_369877.2","XP_369877.2"
"OAT","231","N.crassa","NCU00194.1","XM_322279.1","XP_322280.1"
"OAT","231","A.thaliana","DELTA-OAT","NM_123987.3","NP_199430.1"
"OAT","231","O.sativa","Os03g06433","NM_001057288.1","NP_001050753.1"
"OAT","231","P.falciparum","PFF0435w","XM_960985.1","XP_966078.1"
"ONECUT1","3309","H.sapiens","ONECUT1","NM_004498.1","NP_004489.1"
"ONECUT1","3309","P.troglodytes","ONECUT1","XM_001170549.1","XP_001170549.1"
"ONECUT1","3309","C.lupus","ONECUT1","XM_846134.1","XP_851227.1"
"ONECUT1","3309","B.taurus","ONECUT1","XM_001251106.1","XP_001251107.1"
"ONECUT1","3309","M.musculus","Onecut1","NM_008262.3","NP_032288.1"
"ONECUT1","3309","R.norvegicus","Onecut1","NM_022671.2","NP_073162.1"
"ONECUT1","3309","D.rerio","onecut1","NM_200573.1","NP_956867.1"
"ORAOV1","12457","H.sapiens","ORAOV1","NM_153451.2","NP_703152.1"
"ORAOV1","12457","P.troglodytes","ORAOV1","XM_508610.2","XP_508610.2"
"ORAOV1","12457","M.musculus","Oraov1","NM_028184.3","NP_082460.2"
"ORAOV1","12457","R.norvegicus","Oraov1","XM_219536.4","XP_219536.3"
"ORAOV1","12457","G.gallus","ORAOV1","NM_001031186.1","NP_001026357.1"
"ORAOV1","12457","D.rerio","oraov1","NM_001083552.1","NP_001077021.1"
"OSMR","2972","H.sapiens","OSMR","NM_003999.1","NP_003990.1"
"OSMR","2972","P.troglodytes","OSMR","XM_001141406.1","XP_001141406.1"
"OSMR","2972","C.lupus","OSMR","XM_546341.2","XP_546341.2"
"OSMR","2972","B.taurus","OSMR","NM_001080272.1","NP_001073741.1"
"OSMR","2972","M.musculus","Osmr","NM_011019.2","NP_035149.1"
"OSMR","2972","R.norvegicus","Osmr","NM_001005384.1","NP_001005384.1"
"OSMR","2972","G.gallus","OSMR","XM_425020.2","XP_425020.2"
"OSR1","8035","H.sapiens","OSR1","NM_145260.2","NP_660303.1"
"OSR1","8035","P.troglodytes","OSR1","XM_001137836.1","XP_001137836.1"
"OSR1","8035","C.lupus","OSR1","XM_540097.1","XP_540097.1"
"OSR1","8035","B.taurus","OSR1","NM_001076916.1","NP_001070384.1"
"OSR1","8035","M.musculus","Osr1","NM_011859.2","NP_035989.1"
"OSR1","8035","R.norvegicus","Osr1","XM_233962.4","XP_233962.4"
"OSR1","8035","D.rerio","osr1","NM_001006079.1","NP_001006079.1"
"P2RX4","1923","H.sapiens","P2RX4","NM_002560.2","NP_002551.2"
"P2RX4","1923","P.troglodytes","P2RX4","XM_001164210.1","XP_001164210.1"
"P2RX4","1923","C.lupus","P2RX4","XM_543389.2","XP_543389.1"
"P2RX4","1923","B.taurus","P2RX4","NM_001034049.1","NP_001029221.1"
"P2RX4","1923","M.musculus","P2rx4","NM_011026.2","NP_035156.2"
"P2RX4","1923","R.norvegicus","P2rx4","NM_031594.1","NP_113782.1"
"P2RX4","1923","G.gallus","P2RX4","NM_204291.1","NP_989622.1"
"P2RX4","1923","D.rerio","p2rx4a","NM_153653.1","NP_705939.1"
"PA2G4","4513","H.sapiens","PA2G4","NM_006191.2","NP_006182.2"
"PA2G4","4513","P.troglodytes","PA2G4","XM_001169403.1","XP_001169403.1"
"PA2G4","4513","C.lupus","PA2G4","XM_531629.2","XP_531629.2"
"PA2G4","4513","B.taurus","PA2G4","NM_001034699.1","NP_001029871.1"
"PA2G4","4513","M.musculus","Pa2g4","NM_011119.3","NP_035249.1"
"PA2G4","4513","R.norvegicus","Pa2g4","NM_001004206.1","NP_001004206.1"
"PA2G4","4513","G.gallus","PA2G4","XM_423059.2","XP_423059.2"
"PA2G4","4513","D.rerio","pa2g4a","NM_001002070.2","NP_001002070.1"
"PA2G4","4513","D.rerio","LOC1001492","XM_001918867.1","XP_001918902.1"
"PA2G4","4513","D.rerio","pa2g4b","NM_212641.2","NP_997806.1"
"PA2G4","4513","D.melanogaster","CG10576","NM_139727.1","NP_647984.1"
"PA2G4","4513","A.gambiae","AgaP_AGAP0","XM_313985.4","XP_313985.4"
"PA2G4","4513","C.elegans","peptidase","NM_067910.4","NP_500311.1"
"PA2G4","4513","S.pombe","cdb4","NM_001018829.1","NP_593397.1"
"PA2G4","4513","M.grisea","MGG_06316","XM_369801.2","XP_369801.2"
"PA2G4","4513","N.crassa","NCU00422.1","XM_322507.1","XP_322508.1"
"PA2G4","4513","A.thaliana","ATG2","NM_115039.3","NP_190748.1"
"PA2G4","4513","O.sativa","Os05g03505","NM_001061809.1","NP_001055274.1"
"PA2G4","4513","P.falciparum","PF14_0261","XM_001348399.1","XP_001348435.1"
"PAIP1","4709","H.sapiens","PAIP1","NM_006451.4","NP_006442.2"
"PAIP1","4709","C.lupus","PAIP1","XM_536482.2","XP_536482.1"
"PAIP1","4709","B.taurus","PAIP1","NM_001104971.1","NP_001098441.1"
"PAIP1","4709","M.musculus","Paip1","NM_145457.3","NP_663432.1"
"PAIP1","4709","R.norvegicus","Paip1","XM_345160.3","XP_345161.3"
"PAIP1","4709","D.rerio","paip1","NM_001003504.1","NP_001003504.1"
"PAIP1","4709","D.melanogaster","CG8963","NM_137336.2","NP_611180.1"
"PAIP1","4709","A.gambiae","AgaP_AGAP0","XM_320878.3","XP_320878.2"
"PAPD7","5089","H.sapiens","POLS","NM_006999.3","NP_008930.1"
"PAPD7","5089","C.lupus","POLS","XM_545180.2","XP_545180.2"
"PAPD7","5089","B.taurus","POLS","XM_601308.3","XP_601308.3"
"PAPD7","5089","M.musculus","Pols","NM_198600.1","NP_941002.1"
"PAPD7","5089","R.norvegicus","Pols","XM_225072.4","XP_225072.4"
"PAPD7","5089","G.gallus","RCJMB04_10","XM_001233758.1","XP_001233759.1"
"PAPD7","5089","D.rerio","pols","XM_680973.3","XP_686065.3"
"PAX1","4514","H.sapiens","PAX1","NM_006192.3","NP_006183.2"
"PAX1","4514","P.troglodytes","PAX1","XM_514547.2","XP_514547.2"
"PAX1","4514","C.lupus","PAX1","XM_542866.2","XP_542866.2"
"PAX1","4514","B.taurus","PAX1","XM_617873.4","XP_617873.3"
"PAX1","4514","M.musculus","Pax1","NM_008780.1","NP_032806.1"
"PAX1","4514","R.norvegicus","Pax1","XM_230663.4","XP_230663.4"
"PAX1","4514","D.rerio","zgc:158781","NM_001080592.1","NP_001074061.1"
"PAX1","4514","D.rerio","LOC572108","XM_695785.3","XP_700877.3"
"PCDH10","74967","H.sapiens","PCDH10","NM_032961.1","NP_116586.1"
"PCDH10","74967","P.troglodytes","PCDH10","XM_001134989.1","XP_001134989.1"
"PCDH10","74967","B.taurus","PCDH10","XM_864782.3","XP_869875.1"
"PCDH10","74967","M.musculus","Pcdh10","NM_011043.2","NP_035173.2"
"PCDH10","74967","R.norvegicus","Pcdh10","XM_342242.3","XP_342243.3"
"PCDH10","74967","G.gallus","PCDH10","NM_214672.1","NP_999837.1"
"PCDH10","74967","D.rerio","pcdh10b","NM_182885.1","NP_878305.1"
"PCDH10","74967","D.rerio","pcdh10a","NM_212571.1","NP_997736.1"
"PCNA","1945","H.sapiens","PCNA","NM_002592.2","NP_002583.1"
"PCNA","1945","P.troglodytes","PCNA","XM_001165515.1","XP_001165515.1"
"PCNA","1945","C.lupus","PCNA","XM_534355.2","XP_534355.2"
"PCNA","1945","B.taurus","PCNA","NM_001034494.1","NP_001029666.1"
"PCNA","1945","M.musculus","Pcna","NM_011045.2","NP_035175.1"
"PCNA","1945","R.norvegicus","Pcna","NM_022381.2","NP_071776.1"
"PCNA","1945","G.gallus","PCNA","NM_204170.1","NP_989501.1"
"PCNA","1945","D.rerio","pcna","NM_131404.1","NP_571479.1"
"PCNA","1945","D.melanogaster","mus209","NM_057557.3","NP_476905.1"
"PCNA","1945","A.gambiae","AgaP_AGAP0","XM_319407.2","XP_319407.2"
"PCNA","1945","S.pombe","pcn","NM_001022425.1","NP_596504.1"
"PCNA","1945","S.cerevisiae","POL30","POL30_6319564","NP_009645.1"
"PCNA","1945","K.lactis","KLLA0B1207","XM_452067.1","XP_452067.1"
"PCNA","1945","E.gossypii","AGOS_ADL30","NM_209140.1","NP_983787.1"
"PCNA","1945","M.grisea","MGG_00518","XM_368726.2","XP_368726.2"
"PCNA","1945","N.crassa","NCU09239.1","XM_331630.1","XP_331631.1"
"PCNA","1945","A.thaliana","PCNA2","NM_128510.2","NP_180517.1"
"PCNA","1945","A.thaliana","PCNA1","NM_100611.3","NP_172217.1"
"PCNA","1945","O.sativa","Os02g08052","NM_001054973.1","NP_001048438.1"
"PCNA","1945","P.falciparum","PF13_0328","XM_001350294.1","XP_001350330.1"
"PCNP","10676","H.sapiens","PCNP","NM_020357.1","NP_065090.1"
"PCNP","10676","P.troglodytes","PCNP","XM_516628.2","XP_516628.2"
"PCNP","10676","C.lupus","PCNP","XM_535723.2","XP_535723.2"
"PCNP","10676","B.taurus","PCNP","NM_001038205.1","NP_001033294.1"
"PCNP","10676","M.musculus","Pcnp","NM_001024622.2","NP_001019793.1"
"PCNP","10676","R.norvegicus","Pcnp","XM_213636.4","XP_213636.2"
"PCNP","10676","G.gallus","PCNP","NM_001006253.1","NP_001006253.1"
"PCNP","10676","D.rerio","zgc:103440","NM_001006035.1","NP_001006035.1"
"PDCD1","3681","H.sapiens ","PDCD1 ","NM_005018.2 ","NP_005009.2"
"PDCD1","3681","C.lupus ","PDCD1 ","XM_543338.2 ","XP_543338.2"
"PDCD1","3681","B.taurus ","PDCD1 ","NM_001083506.1 ","NP_001076975.1"
"PDCD1","3681","M.musculus ","Pdcd1 ","NM_008798.1 ","NP_032824.1"
"PDCD1","3681","R.norvegicus ","Pdcd1 ","XM_237422.3 ","XP_237422.3"
"PDCD1","3681","G.gallus ","PDCD1 ","XM_422723.2 ","XP_422723.2"
"PDCD4","7879","H.sapiens ","PDCD4 ","NM_014456.3 ","NP_055271.2"
"PDCD4","7879","P.troglodytes ","PDCD4 ","XM_001143474.1 ","XP_001143474.1"
"PDCD4","7879","C.lupus ","PDCD4 ","XM_535012.2 ","XP_535012.1"
"PDCD4","7879","B.taurus ","PDCD4 ","NM_001083647.1 ","NP_001077116.1"
"PDCD4","7879","M.musculus ","Pdcd4 ","NM_011050.3 ","NP_035180.2"
"PDCD4","7879","R.norvegicus ","Pdcd4 ","NM_022265.2 ","NP_071601.2"
"PDCD4","7879","G.gallus ","PDCD4 ","NM_204304.1 ","NP_989635.1"
"PDCD4","7879","D.rerio ","pdcd4b ","NM_198978.1 ","NP_945329.1"
"PDCD4","7879","D.melanogaster ","CG10990 ","NM_001103507.1 ","NP_001096977.1"
"PDCD4","7879","A.gambiae ","AgaP_AGAP0","XM_310731.4 ","XP_310731.4"
"PDCD4","7879","A.thaliana ","AT4G24800 ","NM_001036631.1 ","NP_001031708.1"
"PDCD4","7879","A.thaliana ","AT5G63190 ","NM_125714.3 ","NP_568968.1"
"PDCD4","7879","O.sativa ","Os08g01205","NM_001067414.1 ","NP_001060879.1"
"PDGFRA","31361","H.sapiens","PDGFRA","NM_006206.4","NP_006197.1"
"PDGFRA","31361","C.lupus","PDGFRA","XM_532374.2","XP_532374.2"
"PDGFRA","31361","B.taurus","PDGFRA","XM_590921.4","XP_590921.4"
"PDGFRA","31361","M.musculus","Pdgfra","NM_001083316.1","NP_001076785.1"
"PDGFRA","31361","R.norvegicus","Pdgfra","XM_214030.3","XP_214030.2"
"PDGFRA","31361","G.gallus","PDGFRA","NM_204749.1","NP_990080.1"
"PDIA3 ","68454","H.sapiens","PDIA3","NM_005313.4","NP_005304.3"
"PDIA3 ","68454","P.troglodytes","PDIA3","XM_001159572.1","XP_001159572.1"
"PDIA3 ","68454","C.lupus","PDIA3","XM_535453.2","XP_535453.2"
"PDIA3 ","68454","B.taurus","PDIA3","NM_174333.3","NP_776758.2"
"PDIA3 ","68454","M.musculus","Pdia3","NM_007952.2","NP_031978.2"
"PDIA3 ","68454","R.norvegicus","Pdia3","NM_017319.1","NP_059015.1"
"PDIA3 ","68454","G.gallus","PDIA3","NM_204110.2","NP_989441.1"
"PDIA3 ","68454","D.rerio","zgc:100906","NM_001003517.1","NP_001003517.1"
"PDIA3 ","68454","D.rerio","LOC791995","XM_001331661.1","XP_001331697.1"
"PDIA3 ","68454","D.melanogaster","ERp60","NM_165849.1","NP_725084.2"
"PDIA3 ","68454","A.gambiae","AgaP_AGAP0","XM_001687890.1","XP_001687942.1"
"PDIA3 ","68454","C.elegans","pdi-3","NM_059594.5","NP_491995.1"
"PDIA3 ","68454","O.sativa","Os02g05549","NM_001053654.1","NP_001047119.1"
"PDK2","68265","H.sapiens ","PDK2 ","NM_002611.3 ","NP_002602.2"
"PDK2","68265","P.troglodytes ","PDK2 ","XM_523791.2 ","XP_523791.2"
"PDK2","68265","C.lupus ","PDK2 ","XM_548195.2 ","XP_548195.2"
"PDK2","68265","B.taurus ","PDK2 ","NM_001075853.1 ","NP_001069321.1"
"PDK2","68265","M.musculus ","Pdk2 ","NM_133667.1 ","NP_598428.1"
